NDC Description,NDC,NADAC Per Unit,Effective Date,Pricing Unit,Pharmacy Type Indicator,OTC,Explanation Code,Classification for Rate Setting,Corresponding Generic Drug NADAC Per Unit,Corresponding Generic Drug Effective Date,As of Date
DELZICOL DR 400 MG CAPSULE,23585318,3.7317,12/18/2024,EA,C/I,N,4,B,2.1039,03/19/2025,03/19/2025
DENAVIR 1% CREAM,378972055,156.21527,03/19/2025,GM,C/I,N,"1, 5",B,89.69045,03/19/2025,03/19/2025
DEPAKOTE DR 125 MG SPRINKLE CP,74611413,1.88154,01/02/2025,EA,C/I,N,2,B,0.23806,03/19/2025,03/19/2025
DEPAKOTE DR 125 MG TABLET,74732513,1.97656,01/02/2025,EA,C/I,N,4,B,0.06066,03/19/2025,03/19/2025
DEPAKOTE DR 250 MG TABLET,74621413,3.86609,01/02/2025,EA,C/I,N,4,B,0.09693,03/19/2025,03/19/2025
DEPAKOTE DR 250 MG TABLET,74621453,3.86609,01/02/2025,EA,C/I,N,4,B,0.09693,03/19/2025,03/19/2025
DEPAKOTE DR 250 MG TABLET,74732613,3.86609,01/02/2025,EA,C/I,N,4,B,0.09693,03/19/2025,03/19/2025
DEPAKOTE DR 500 MG TABLET,74621553,7.11694,01/02/2025,EA,C/I,N,2,B,0.17856,03/19/2025,03/19/2025
DEPAKOTE DR 500 MG TABLET,74732713,7.11694,01/02/2025,EA,C/I,N,2,B,0.17856,03/19/2025,03/19/2025
DEPAKOTE ER 250 MG TABLET,74382611,3.52026,01/02/2025,EA,C/I,N,2,B,0.15519,03/19/2025,03/19/2025
DEPAKOTE ER 250 MG TABLET,74740113,3.52026,01/02/2025,EA,C/I,N,2,B,0.15519,03/19/2025,03/19/2025
DEPAKOTE ER 500 MG TABLET,74740213,6.18571,01/02/2025,EA,C/I,N,4,B,0.19269,03/19/2025,03/19/2025
DEPO-MEDROL 40 MG/ML VIAL,9307301,6.49067,02/19/2025,ML,C/I,N,"2, 5",B,8.35879,03/19/2025,03/19/2025
DEPO-MEDROL 40 MG/ML VIAL,9307322,6.49067,02/19/2025,ML,C/I,N,"2, 5",B,8.35879,03/19/2025,03/19/2025
DEPO-MEDROL 400 MG/10 ML VIAL,9028003,9.0962,09/18/2024,ML,C/I,N,"4, 5",B,6.508,03/19/2025,03/19/2025
DEPO-MEDROL 400 MG/5 ML VIAL,9030602,10.80233,03/19/2025,ML,C/I,N,"1, 5",B,13.42358,03/19/2025,03/19/2025
DEPO-MEDROL 80 MG/ML VIAL,9347501,9.84579,03/19/2025,ML,C/I,N,"1, 5",B,11.404,02/19/2025,03/19/2025
DEPO-PROVERA 150 MG/ML SYRINGE,9737611,53.021,03/19/2025,ML,C/I,N,"1, 5",B,38.52283,03/19/2025,03/19/2025
DEPO-PROVERA 150 MG/ML VIAL,9074630,50.542,03/19/2025,ML,C/I,N,"1, 5",B,23.07346,03/19/2025,03/19/2025
"DEPO-TESTOSTERONE 1,000 MG/10 ML",9008510,6.82196,03/19/2025,ML,C/I,N,"1, 5, 6",B-ANDA,5.47517,03/19/2025,03/19/2025
"DEPO-TESTOSTERONE 1,000 MG/10 ML",9034702,6.82196,03/19/2025,ML,C/I,N,"1, 5, 6",B-ANDA,5.47517,03/19/2025,03/19/2025
DEPO-TESTOSTERONE 200 MG/ML,9041702,10.1332,03/19/2025,ML,C/I,N,"1, 5, 6",B-ANDA,3.81684,03/19/2025,03/19/2025
DEPO-TESTOSTERONE 200 MG/ML,9041701,11.60375,03/19/2025,ML,C/I,N,"1, 5, 6",B-ANDA,13.01273,03/19/2025,03/19/2025
DEPO-TESTOSTERONE 200 MG/ML VL,9008610,10.1332,03/19/2025,ML,C/I,N,"1, 5, 6",B-ANDA,3.81684,03/19/2025,03/19/2025
DEPO-TESTOSTERONE 200 MG/ML VL,9008601,11.60375,03/19/2025,ML,C/I,N,"1, 5, 6",B-ANDA,13.01273,03/19/2025,03/19/2025
DERMA-SMOOTHE-FS BODY OIL,68791010104,0.29614,03/19/2025,ML,C/I,N,"1, 5",B,0.19971,03/19/2025,03/19/2025
DERMA-SMOOTHE-FS SCALP OIL,68791010204,0.2815,03/19/2025,ML,C/I,N,"1, 5",B,0.18997,03/19/2025,03/19/2025
DERMOTIC OIL 0.01% EAR DROPS,68791010320,1.34409,03/19/2025,ML,C/I,N,"1, 5",B,1.05316,03/19/2025,03/19/2025
DETROL LA 4 MG CAPSULE,58151010477,13.2274,02/19/2025,EA,C/I,N,4,B,0.31948,03/19/2025,03/19/2025
DETROL LA 4 MG CAPSULE,58151010493,13.2274,02/19/2025,EA,C/I,N,4,B,0.31948,03/19/2025,03/19/2025
DEXEDRINE SPANSULE 10 MG,64896067410,22.401,11/20/2024,EA,C/I,N,4,B,1.01109,03/19/2025,03/19/2025
DEXILANT DR 30 MG CAPSULE,64764017130,9.84295,03/19/2025,EA,C/I,N,1,B,4.59171,03/19/2025,03/19/2025
DEXILANT DR 60 MG CAPSULE,64764017530,9.86049,03/19/2025,EA,C/I,N,1,B,4.75105,03/19/2025,03/19/2025
DEXILANT DR 60 MG CAPSULE,64764017590,9.86049,03/19/2025,EA,C/I,N,1,B,4.75105,03/19/2025,03/19/2025
DICLEGIS DR 10-10 MG TABLET,55494010010,2.48962,01/01/2025,EA,C/I,N,2,B,1.1485,03/19/2025,03/19/2025
DIFLUCAN 100 MG TABLET,49342030,1.09274,06/19/2024,EA,C/I,N,4,B,0.30981,03/19/2025,03/19/2025
DIFLUCAN 100 MG TABLET,49342041,1.09274,06/19/2024,EA,C/I,N,4,B,0.30981,03/19/2025,03/19/2025
DILANTIN 100 MG CAPSULE,71036924,1.66071,01/07/2025,EA,C/I,N,"2, 6",B-ANDA,0.15306,03/19/2025,03/19/2025
DILANTIN 100 MG CAPSULE,71036932,1.66071,01/07/2025,EA,C/I,N,"2, 6",B-ANDA,0.15306,03/19/2025,03/19/2025
DILANTIN 100 MG CAPSULE,71036940,1.66071,01/07/2025,EA,C/I,N,"2, 6",B-ANDA,0.15306,03/19/2025,03/19/2025
DILANTIN 100 MG CAPSULE,58151011001,1.66071,02/12/2025,EA,C/I,N,"2, 6",B-ANDA,0.15306,03/19/2025,03/19/2025
DILANTIN 100 MG CAPSULE,58151011032,1.66071,02/12/2025,EA,C/I,N,"2, 6",B-ANDA,0.15306,03/19/2025,03/19/2025
DILANTIN 100 MG CAPSULE,58151011088,1.66071,02/12/2025,EA,C/I,N,"2, 6",B-ANDA,0.15306,03/19/2025,03/19/2025
DILANTIN 50 MG INFATAB,71000724,1.51232,03/19/2025,EA,C/I,N,"1, 6",B-ANDA,0.22813,03/19/2025,03/19/2025
DILANTIN 50 MG INFATAB,71000740,1.51232,03/19/2025,EA,C/I,N,"1, 6",B-ANDA,0.22813,03/19/2025,03/19/2025
DILAUDID 4 MG TABLET,42858023401,3.95594,06/03/2024,EA,C/I,N,4,B,0.17947,03/19/2025,03/19/2025
DILAUDID 4 MG TABLET,42858023450,3.95594,06/03/2024,EA,C/I,N,4,B,0.17947,03/19/2025,03/19/2025
DILAUDID 8 MG TABLET,42858033801,7.23812,06/03/2024,EA,C/I,N,4,B,0.50971,03/19/2025,03/19/2025
DIOVAN 160 MG TABLET,78035934,9.77019,01/14/2025,EA,C/I,N,4,B,0.16742,03/19/2025,03/19/2025
DIOVAN 320 MG TABLET,78036034,12.39698,01/14/2025,EA,C/I,N,4,B,0.21999,03/19/2025,03/19/2025
DIOVAN 40 MG TABLET,78042315,7.61915,01/14/2025,EA,C/I,N,4,B,0.1381,03/19/2025,03/19/2025
DIOVAN 80 MG TABLET,78035834,9.10266,01/14/2025,EA,C/I,N,4,B,0.13496,03/19/2025,03/19/2025
DIOVAN HCT 160-12.5 MG TAB,78031534,11.15309,01/14/2025,EA,C/I,N,4,B,0.17942,03/19/2025,03/19/2025
DIOVAN HCT 160-25 MG TABLET,78038334,12.66703,01/14/2025,EA,C/I,N,4,B,0.17618,03/19/2025,03/19/2025
DIOVAN HCT 320-25 MG TABLET,78047234,16.016,01/14/2025,EA,C/I,N,4,B,0.23318,03/19/2025,03/19/2025
DIOVAN HCT 80-12.5 MG TABLET,78031434,10.25708,01/14/2025,EA,C/I,N,4,B,0.15342,03/19/2025,03/19/2025
DIVIGEL 0.25 MG GEL PACKET,68025006530,5.38827,03/19/2025,EA,C/I,N,"1, 5",B,1.95169,03/19/2025,03/19/2025
DIVIGEL 0.5 MG GEL PACKET,68025006630,5.39823,03/19/2025,EA,C/I,N,"1, 5",B,1.89334,03/19/2025,03/19/2025
DIVIGEL 0.75 MG GEL PACKET,68025008330,5.40658,03/19/2025,EA,C/I,N,"1, 5",B,2.13789,03/19/2025,03/19/2025
DIVIGEL 1 MG GEL PACKET,68025006730,5.37967,03/19/2025,GM,C/I,N,"1, 5",B,1.96101,03/19/2025,03/19/2025
DIVIGEL 1.25 MG GEL PACKET,68025008630,4.30206,03/19/2025,GM,C/I,N,"1, 5",B,1.54148,03/19/2025,03/19/2025
DUREZOL 0.05% EYE DROPS,78086225,42.54616,12/18/2024,ML,C/I,N,"4, 5",B,14.68478,03/19/2025,03/19/2025
DUREZOL 0.05% EYE DROPS,66758008675,42.54616,01/29/2025,ML,C/I,N,"4, 5",B,14.68478,03/19/2025,03/19/2025
DYMISTA NASAL SPRAY,37024523,9.15873,01/07/2025,GM,C/I,N,"2, 5",B,3.19374,03/19/2025,03/19/2025
DYNA-HEX 4% LIQUID,116106116,0.02048,03/19/2025,ML,C/I,Y,"1, 5",B,0.02298,03/19/2025,03/19/2025
DYNA-HEX 4% LIQUID,116106108,0.02494,03/19/2025,ML,C/I,Y,"1, 5",B,0.02777,03/19/2025,03/19/2025
DYNA-HEX 4% LIQUID,116106104,0.02708,03/19/2025,ML,C/I,Y,"1, 5",B,0.05202,03/19/2025,03/19/2025
DYNA-HEX 4% LIQUID,116106140,0.02708,03/19/2025,ML,C/I,Y,"1, 5",B,0.05202,03/19/2025,03/19/2025
E.E.S. 200 MG/5 ML SUSPENSION,24338013402,3.60462,04/17/2024,ML,C/I,N,"4, 5, 6",B,1.13061,03/19/2025,03/19/2025
EFFEXOR XR 150 MG CAPSULE,8083621,20.60937,01/07/2025,EA,C/I,N,2,B,0.13255,03/19/2025,03/19/2025
EFFEXOR XR 150 MG CAPSULE,8083622,20.60937,01/07/2025,EA,C/I,N,2,B,0.13255,03/19/2025,03/19/2025
EFFEXOR XR 150 MG CAPSULE,58151012777,20.60937,01/07/2025,EA,C/I,N,2,B,0.13255,03/19/2025,03/19/2025
EFFEXOR XR 37.5 MG CAPSULE,8083721,16.87811,01/07/2025,EA,C/I,N,4,B,0.08891,03/19/2025,03/19/2025
EFFEXOR XR 37.5 MG CAPSULE,8083722,16.87811,01/07/2025,EA,C/I,N,4,B,0.08891,03/19/2025,03/19/2025
EFFEXOR XR 37.5 MG CAPSULE,58151012577,16.87811,01/07/2025,EA,C/I,N,4,B,0.08891,03/19/2025,03/19/2025
EFFEXOR XR 37.5 MG CAPSULE,58151012593,16.87811,01/07/2025,EA,C/I,N,4,B,0.08891,03/19/2025,03/19/2025
EFFEXOR XR 75 MG CAPSULE,8083321,18.95164,01/07/2025,EA,C/I,N,2,B,0.09563,03/19/2025,03/19/2025
EFFEXOR XR 75 MG CAPSULE,8083322,18.95164,01/07/2025,EA,C/I,N,2,B,0.09563,03/19/2025,03/19/2025
EFFEXOR XR 75 MG CAPSULE,58151012677,18.95164,01/07/2025,EA,C/I,N,2,B,0.09563,03/19/2025,03/19/2025
EFFEXOR XR 75 MG CAPSULE,58151012693,18.95164,01/07/2025,EA,C/I,N,2,B,0.09563,03/19/2025,03/19/2025
EFFIENT 10 MG TABLET,713088230,19.44571,09/20/2024,EA,C/I,N,4,B,0.29526,03/19/2025,03/19/2025
EFUDEX 5% CREAM,187320447,1.44367,03/19/2025,GM,C/I,N,"1, 5",B,0.74727,03/19/2025,03/19/2025
ELIDEL 1% CREAM,187510102,9.4871,12/18/2024,GM,C/I,N,"4, 5",B,2.9817,03/19/2025,03/19/2025
ELIDEL 1% CREAM,187510203,9.54463,10/23/2024,GM,C/I,N,"4, 5",B,2.84565,03/19/2025,03/19/2025
ELIDEL 1% CREAM,187510001,9.5878,02/19/2025,GM,C/I,N,"4, 5",B,3.51438,03/19/2025,03/19/2025
EMEND 80 MG CAPSULE,6046102,208.983,01/22/2025,EA,C/I,N,4,B,76.5387,03/19/2025,03/19/2025
EMTRIVA 200 MG CAPSULE,61958060101,17.4331,03/19/2025,EA,C/I,N,1,B,14.08644,03/19/2025,03/19/2025
ENEMEEZ MINI ENEMA,17433987603,0.36866,03/19/2025,ML,C/I,Y,"1, 5, 6",B,0.46386,03/19/2025,03/19/2025
EPANED 1 MG/ML ORAL SOLUTION,52652400101,4.32266,01/01/2025,ML,C/I,N,"4, 5",B,1.10202,03/19/2025,03/19/2025
EPCLUSA 400 MG-100 MG TABLET,61958220101,863.03546,03/19/2025,EA,C/I,N,1,B,277.11059,03/19/2025,03/19/2025
EPIPEN 0.3 MG AUTO-INJECTOR,49502050001,289.96,11/20/2024,EA,C/I,N,4,B,141.51432,03/19/2025,03/19/2025
EPIPEN 2-PAK 0.3 MG AUTO-INJCT,49502050002,289.96,11/20/2024,EA,C/I,N,4,B,141.51432,03/19/2025,03/19/2025
EPIPEN JR 0.15 MG AUTO-INJECTR,49502050101,290.638,03/19/2025,EA,C/I,N,1,B,141.48487,03/19/2025,03/19/2025
EPIPEN JR 2-PAK 0.15 MG INJCTR,49502050102,290.638,03/19/2025,EA,C/I,N,1,B,141.48487,03/19/2025,03/19/2025
ERYPED 200 MG/5 ML SUSPENSION,24338013213,3.60462,04/17/2024,ML,C/I,N,"4, 5, 6",B,1.13061,03/19/2025,03/19/2025
ERYPED 400 MG/5 ML SUSPENSION,24338013013,6.30724,01/22/2025,ML,C/I,N,"4, 5, 6",B,1.83505,03/19/2025,03/19/2025
ESTRACE 0.01% CREAM,430375414,7.76522,03/19/2025,GM,C/I,N,"1, 5, 6",B-ANDA,0.49081,03/19/2025,03/19/2025
ESTRACE 1 MG TABLET,430072124,5.20092,03/19/2025,EA,C/I,N,"1, 6",B-ANDA,0.07036,03/19/2025,03/19/2025
ESTRACE 2 MG TABLET,430072224,6.74026,07/17/2024,EA,C/I,N,"4, 6",B-ANDA,0.09153,03/19/2025,03/19/2025
EUTHYROX 100 MCG TABLET,72305010030,0.15709,02/19/2025,EA,C/I,N,2,B,0.05854,03/19/2025,03/19/2025
EUTHYROX 100 MCG TABLET,72305010090,0.15709,02/19/2025,EA,C/I,N,2,B,0.05854,03/19/2025,03/19/2025
EUTHYROX 112 MCG TABLET,72305011230,0.17321,03/19/2025,EA,C/I,N,1,B,0.07351,03/19/2025,03/19/2025
EUTHYROX 112 MCG TABLET,72305011290,0.17321,03/19/2025,EA,C/I,N,1,B,0.07351,03/19/2025,03/19/2025
EUTHYROX 125 MCG TABLET,72305012530,0.17712,03/19/2025,EA,C/I,N,1,B,0.07712,03/19/2025,03/19/2025
EUTHYROX 125 MCG TABLET,72305012590,0.17712,03/19/2025,EA,C/I,N,1,B,0.07712,03/19/2025,03/19/2025
EUTHYROX 137 MCG TABLET,72305013730,0.17541,03/19/2025,EA,C/I,N,1,B,0.08487,03/19/2025,03/19/2025
EUTHYROX 137 MCG TABLET,72305013790,0.17541,03/19/2025,EA,C/I,N,1,B,0.08487,03/19/2025,03/19/2025
EUTHYROX 150 MCG TABLET,72305015030,0.18316,03/19/2025,EA,C/I,N,1,B,0.08267,03/19/2025,03/19/2025
EUTHYROX 150 MCG TABLET,72305015090,0.18316,03/19/2025,EA,C/I,N,1,B,0.08267,03/19/2025,03/19/2025
EUTHYROX 175 MCG TABLET,72305017530,0.22473,03/19/2025,EA,C/I,N,1,B,0.09462,03/19/2025,03/19/2025
EUTHYROX 175 MCG TABLET,72305017590,0.22473,03/19/2025,EA,C/I,N,1,B,0.09462,03/19/2025,03/19/2025
EUTHYROX 200 MCG TABLET,72305020030,0.23067,03/19/2025,EA,C/I,N,1,B,0.10149,03/19/2025,03/19/2025
EUTHYROX 200 MCG TABLET,72305020090,0.23067,03/19/2025,EA,C/I,N,1,B,0.10149,03/19/2025,03/19/2025
EUTHYROX 25 MCG TABLET,72305002530,0.13253,03/19/2025,EA,C/I,N,1,B,0.04513,03/19/2025,03/19/2025
EUTHYROX 25 MCG TABLET,72305002590,0.13253,03/19/2025,EA,C/I,N,1,B,0.04513,03/19/2025,03/19/2025
EUTHYROX 50 MCG TABLET,72305005030,0.14417,03/19/2025,EA,C/I,N,1,B,0.0575,03/19/2025,03/19/2025
EUTHYROX 50 MCG TABLET,72305005090,0.14417,03/19/2025,EA,C/I,N,1,B,0.0575,03/19/2025,03/19/2025
EUTHYROX 75 MCG TABLET,72305007530,0.1522,03/19/2025,EA,C/I,N,1,B,0.05769,03/19/2025,03/19/2025
EUTHYROX 75 MCG TABLET,72305007590,0.1522,03/19/2025,EA,C/I,N,1,B,0.05769,03/19/2025,03/19/2025
EUTHYROX 88 MCG TABLET,72305008830,0.15425,03/19/2025,EA,C/I,N,1,B,0.06733,03/19/2025,03/19/2025
EUTHYROX 88 MCG TABLET,72305008890,0.15425,03/19/2025,EA,C/I,N,1,B,0.06733,03/19/2025,03/19/2025
EVEKEO 10 MG TABLET,24338002603,7.67595,03/19/2025,EA,C/I,N,"1, 6",B-ANDA,0.46878,03/19/2025,03/19/2025
EVEKEO 10 MG TABLET,24338002610,7.67595,03/19/2025,EA,C/I,N,"1, 6",B-ANDA,0.46878,03/19/2025,03/19/2025
EVISTA 60 MG TABLET,2418430,6.3461,03/19/2025,EA,C/I,N,1,B,0.26645,03/19/2025,03/19/2025
EVOXAC 30 MG CAPSULE,713088301,7.8266,03/19/2025,EA,C/I,N,1,B,0.74509,03/19/2025,03/19/2025
EVOXAC 30 MG CAPSULE,63395020113,7.8266,03/19/2025,EA,C/I,N,1,B,0.74509,03/19/2025,03/19/2025
EXELON 13.3 MG/24HR PATCH,78050315,22.00067,03/19/2025,EA,C/I,N,1,B,2.07062,03/19/2025,03/19/2025
EXELON 13.3 MG/24HR PATCH,78050361,22.00067,03/19/2025,EA,C/I,N,1,B,2.07062,03/19/2025,03/19/2025
EXELON 4.6 MG/24HR PATCH,78050115,21.98083,03/19/2025,EA,C/I,N,1,B,1.96964,03/19/2025,03/19/2025
EXELON 4.6 MG/24HR PATCH,78050161,21.98083,03/19/2025,EA,C/I,N,1,B,1.96964,03/19/2025,03/19/2025
EXELON 9.5 MG/24HR PATCH,78050215,21.92053,03/19/2025,EA,C/I,N,1,B,1.88603,03/19/2025,03/19/2025
EXELON 9.5 MG/24HR PATCH,78050261,21.92053,03/19/2025,EA,C/I,N,1,B,1.88603,03/19/2025,03/19/2025
EXFORGE 10-160 MG TABLET,78048915,11.77387,01/14/2025,EA,C/I,N,4,B,0.51492,03/19/2025,03/19/2025
EXFORGE 10-320 MG TABLET,78049115,14.94582,01/14/2025,EA,C/I,N,4,B,0.65635,03/19/2025,03/19/2025
EXFORGE HCT 10-320-25 MG TAB,78056315,14.9978,01/14/2025,EA,C/I,N,4,B,9.8704,03/19/2025,03/19/2025
FARXIGA 10 MG TABLET,310621030,19.18758,01/01/2025,EA,C/I,N,2,B,11.48665,03/19/2025,03/19/2025
FARXIGA 10 MG TABLET,310621039,19.18758,01/01/2025,EA,C/I,N,2,B,11.48665,03/19/2025,03/19/2025
FARXIGA 10 MG TABLET,310621090,19.18758,01/01/2025,EA,C/I,N,2,B,11.48665,03/19/2025,03/19/2025
FARXIGA 5 MG TABLET,310620530,19.17845,01/01/2025,EA,C/I,N,2,B,11.4429,03/19/2025,03/19/2025
FARXIGA 5 MG TABLET,310620590,19.17845,01/01/2025,EA,C/I,N,2,B,11.4429,03/19/2025,03/19/2025
FELBATOL 400 MG TABLET,37043001,14.72855,01/07/2025,EA,C/I,N,4,B,0.92011,03/19/2025,03/19/2025
FELBATOL 600 MG TABLET,37043101,16.88791,01/07/2025,EA,C/I,N,4,B,1.69152,03/19/2025,03/19/2025
FEMARA 2.5 MG TABLET,78024915,26.28232,01/14/2025,EA,C/I,N,4,B,0.13983,03/19/2025,03/19/2025
FEVERALL 120 MG SUPPOSITORY,51672211500,0.90848,03/19/2025,EA,C/I,Y,1,B,0.26627,03/19/2025,03/19/2025
FEVERALL 120 MG SUPPOSITORY,51672211502,0.90848,03/19/2025,EA,C/I,Y,1,B,0.26627,03/19/2025,03/19/2025
FIORICET 50-300-40 MG CAPSULE,52544008001,8.06551,01/01/2025,EA,C/I,N,"4, 6",B-ANDA,0.52005,03/19/2025,03/19/2025
FIRVANQ 50 MG/ML SOLUTION,65628001605,1.13526,01/01/2025,ML,C/I,N,"4, 5",B,0.59433,03/19/2025,03/19/2025
FIRVANQ 50 MG/ML SOLUTION,65628020605,1.13526,01/01/2025,ML,C/I,N,"4, 5",B,0.59433,03/19/2025,03/19/2025
FLEET ENEMA,132020142,0.00729,03/19/2025,ML,C/I,Y,"1, 5",B,0.00665,03/19/2025,03/19/2025
FLEET ENEMA,132020140,0.00818,03/19/2025,ML,C/I,Y,"1, 5",B,0.00856,03/19/2025,03/19/2025
FLEET GLYCERIN 2 GM ADULT SUPP,132007900,0.0602,03/19/2025,EA,C/I,Y,"1, 5",B,0.0696,03/19/2025,03/19/2025
FLEET GLYCERIN 2 GM ADULT SUPP,132007950,0.0602,03/19/2025,EA,C/I,Y,"1, 5",B,0.0696,03/19/2025,03/19/2025
FLEET GLYCERIN 2 GM ADULT SUPP,132007924,0.07999,03/19/2025,EA,C/I,Y,"1, 5",B,0.10264,03/19/2025,03/19/2025
FLEET GLYCERIN 2 GM ADULT SUPP,132007912,0.10012,09/18/2024,EA,C/I,Y,"4, 5",B,0.22785,03/19/2025,03/19/2025
FLEET MINERAL OIL ENEMA,132030140,0.01482,03/19/2025,ML,C/I,Y,"1, 5",B,0.01455,03/19/2025,03/19/2025
FLEQSUVY 25 MG/5 ML SUSPENSION,52652600102,5.74945,03/19/2025,ML,C/I,N,"1, 5",B,3.73037,03/19/2025,03/19/2025
FLEQSUVY 25 MG/5 ML SUSPENSION,52652600101,5.77255,03/19/2025,ML,C/I,N,"1, 5",B,4.03471,03/19/2025,03/19/2025
FLOMAX 0.4 MG CAPSULE,24583701,9.37888,03/19/2025,EA,C/I,N,1,B,0.05166,03/19/2025,03/19/2025
FLOVENT 250 MCG DISKUS,173060102,4.37162,04/17/2024,EA,C/I,N,"4, 5",B,2.69935,03/19/2025,03/19/2025
FLOVENT 50 MCG DISKUS,173060002,3.09631,04/17/2024,EA,C/I,N,"4, 5",B,1.93887,03/19/2025,03/19/2025
FLOVENT HFA 110 MCG INHALER,173071920,21.87607,04/17/2024,GM,C/I,N,"4, 5",B,13.44166,03/19/2025,03/19/2025
FLOVENT HFA 220 MCG INHALER,173072020,33.96662,04/17/2024,GM,C/I,N,"4, 5",B,21.45313,03/19/2025,03/19/2025
FLOVENT HFA 44 MCG INHALER,173071820,18.49857,04/17/2024,GM,C/I,N,"4, 5",B,11.48474,03/19/2025,03/19/2025
FML LIQUIFILM 0.1% EYE DROP,11980021105,32.34067,03/19/2025,ML,C/I,N,"1, 5",B,13.37197,03/19/2025,03/19/2025
FOCALIN 10 MG TABLET,78038205,1.3281,03/19/2025,EA,C/I,N,1,B,0.37347,03/19/2025,03/19/2025
FOCALIN 10 MG TABLET,66758025201,1.3281,03/19/2025,EA,C/I,N,1,B,0.37347,03/19/2025,03/19/2025
FOCALIN 2.5 MG TABLET,78038005,0.64775,10/23/2024,EA,C/I,N,4,B,0.20353,03/19/2025,03/19/2025
FOCALIN 2.5 MG TABLET,66758025001,0.64775,12/04/2024,EA,C/I,N,4,B,0.20353,03/19/2025,03/19/2025
FOCALIN 5 MG TABLET,78038105,0.92648,03/19/2025,EA,C/I,N,1,B,0.27059,03/19/2025,03/19/2025
FOCALIN XR 10 MG CAPSULE,78043105,4.77902,02/19/2025,EA,C/I,N,4,B,1.25135,03/19/2025,03/19/2025
FOCALIN XR 15 MG CAPSULE,78049305,4.91168,03/19/2025,EA,C/I,N,1,B,0.87551,03/19/2025,03/19/2025
FOCALIN XR 15 MG CAPSULE,66758023701,4.91168,03/19/2025,EA,C/I,N,1,B,0.87551,03/19/2025,03/19/2025
FOCALIN XR 20 MG CAPSULE,78043205,4.90275,03/19/2025,EA,C/I,N,1,B,1.57856,03/19/2025,03/19/2025
FOCALIN XR 20 MG CAPSULE,66758023801,4.90275,03/19/2025,EA,C/I,N,1,B,1.57856,03/19/2025,03/19/2025
FOCALIN XR 25 MG CAPSULE,78060805,5.17258,02/19/2025,EA,C/I,N,4,B,2.00712,03/19/2025,03/19/2025
FOCALIN XR 30 MG CAPSULE,78043305,4.72861,03/19/2025,EA,C/I,N,1,B,1.52036,03/19/2025,03/19/2025
FOCALIN XR 35 MG CAPSULE,78060905,5.43775,03/19/2025,EA,C/I,N,1,B,1.90413,03/19/2025,03/19/2025
FOCALIN XR 40 MG CAPSULE,78043405,5.40171,11/20/2024,EA,C/I,N,4,B,1.27289,03/19/2025,03/19/2025
FOCALIN XR 40 MG CAPSULE,66758024201,5.40171,12/04/2024,EA,C/I,N,4,B,1.27289,03/19/2025,03/19/2025
FOCALIN XR 5 MG CAPSULE,78043005,4.71038,02/19/2025,EA,C/I,N,4,B,1.07902,03/19/2025,03/19/2025
FOCALIN XR 5 MG CAPSULE,66758023501,4.71038,03/05/2025,EA,C/I,N,4,B,1.07902,03/19/2025,03/19/2025
FORFIVO XL 450 MG TABLET,24979024706,14.98338,10/30/2024,EA,C/I,N,4,B,6.40326,03/19/2025,03/19/2025
FORFIVO XL 450 MG TABLET,52427057530,14.98338,08/21/2024,EA,C/I,N,4,B,6.40326,03/19/2025,03/19/2025
FORTEO 600 MCG/2.4 ML PEN INJ,2840001,1726.31852,03/19/2025,ML,C/I,N,"1, 5",B,789.69097,03/19/2025,03/19/2025
FOSAMAX 70 MG TABLET,78206013501,36.88633,01/01/2025,EA,C/I,N,4,B,0.26024,03/19/2025,03/19/2025
FROVA 2.5 MG TABLET,63481002509,149.50029,01/01/2025,EA,C/I,N,4,B,3.74639,03/19/2025,03/19/2025
GASTROCROM 100 MG/5 ML CONC,37067896,2.33825,01/07/2025,ML,C/I,N,"4, 5",B,0.25724,03/19/2025,03/19/2025
GENGRAF 100 MG CAPSULE,74310932,7.06777,01/02/2025,EA,C/I,N,"4, 6",B-ANDA,1.67814,03/19/2025,03/19/2025
GENGRAF 25 MG CAPSULE,74310832,1.7766,01/02/2025,EA,C/I,N,"4, 6",B-ANDA,0.48962,03/19/2025,03/19/2025
GENTEAL TEARS 0.1%-0.2%-0.3%,65042636,0.47949,03/19/2025,ML,C/I,Y,"1, 5, 6",B,0.4026,03/19/2025,03/19/2025
GEODON 20 MG CAPSULE,49035260,24.39629,01/07/2025,EA,C/I,N,4,B,0.2684,03/19/2025,03/19/2025
GEODON 80 MG CAPSULE,49035860,29.5657,01/07/2025,EA,C/I,N,4,B,0.30612,03/19/2025,03/19/2025
GILENYA 0.5 MG CAPSULE,78060715,377.35306,01/14/2025,EA,C/I,N,4,B,5.82755,03/19/2025,03/19/2025
GLEEVEC 400 MG TABLET,78064913,328.03422,10/30/2024,EA,C/I,N,4,B,2.71445,03/19/2025,03/19/2025
GLEEVEC 400 MG TABLET,78064926,328.03422,10/30/2024,EA,C/I,N,4,B,2.71445,03/19/2025,03/19/2025
GLEEVEC 400 MG TABLET,78064930,328.03422,09/18/2024,EA,C/I,N,4,B,2.71445,03/19/2025,03/19/2025
GLUCOTROL XL 10 MG TABLET,49017807,0.67892,07/17/2024,EA,C/I,N,4,B,0.15695,03/19/2025,03/19/2025
